line	organization	isCheck	year	location	loc_code	env_code	DIS	VSK
WHEATON	UMN	TRUE	2018	Morden	MRD	MRD_18	27.5	NA
MT1767	MSU	FALSE	2019	Morden	MRD	MRD_19	51.25	NA
NDHRS14-0136-C06	NDSU	FALSE	2019	Morden	MRD	MRD_19	23.5833333333333	NA
NDHRS16-14-36	NDSU	FALSE	2019	Morden	MRD	MRD_19	23.6666666666667	NA
NDHRS16-16-665	NDSU	FALSE	2019	Morden	MRD	MRD_19	5.5	NA
MN15155-2	UMN	FALSE	2019	Morden	MRD	MRD_19	21.0833333333333	NA
MN16028	UMN	FALSE	2019	Morden	MRD	MRD_19	34.4166666666667	NA
MN16040	UMN	FALSE	2019	Morden	MRD	MRD_19	11.3333333333333	NA
MN16262-3	UMN	FALSE	2019	Morden	MRD	MRD_19	14.6666666666667	NA
MN16317-5	UMN	FALSE	2019	Morden	MRD	MRD_19	7.5	NA
MT1621	MSU	FALSE	2019	Morden	MRD	MRD_19	42.7333333333333	NA
NDHRS13-0170-0004	NDSU	FALSE	2019	Morden	MRD	MRD_19	13.4166666666667	NA
ND-HERON	NDSU	FALSE	2019	Morden	MRD	MRD_19	19.0833333333333	NA
ND2710	NDSU	TRUE	2019	Morden	MRD	MRD_19	4.91666666666667	NA
BACUP	UMN	TRUE	2019	Morden	MRD	MRD_19	15.4166666666667	NA
WHEATON	UMN	TRUE	2019	Morden	MRD	MRD_19	70.4166666666667	NA
ND691	NDSU	FALSE	1997	Morden	MRD	MRD_97	37.7	23.3
PARSHALL	NDSU	FALSE	1997	Morden	MRD	MRD_97	38	21.7
MN94346	UMN	FALSE	1997	Morden	MRD	MRD_97	18.9	8.3
MN95124	UMN	FALSE	1997	Morden	MRD	MRD_97	37.4	23.3
MN95211	UMN	FALSE	1997	Morden	MRD	MRD_97	33.1	20
SCHOLAR	MSU	FALSE	1997	Morden	MRD	MRD_97	70.1	38
MCVEY	UMN	FALSE	1997	Morden	MRD	MRD_97	19.3	12
2375	NDSU	TRUE	1997	Morden	MRD	MRD_97	33	19.8
ND2710	NDSU	TRUE	1997	Morden	MRD	MRD_97	7	3
BACUP	UMN	TRUE	1997	Morden	MRD	MRD_97	16.5	12.3
WHEATON	UMN	TRUE	1997	Morden	MRD	MRD_97	77.4	51.3
MT9354	MSU	FALSE	1995	Morris	MRS	MRS_95	38.8	NA
MT9360	MSU	FALSE	1995	Morris	MRS	MRS_95	55.1	NA
INGOT	SDSU	FALSE	1995	Morris	MRS	MRS_95	26	NA
FRONTANA	UMN	FALSE	1995	Morris	MRS	MRS_95	32.5	NA
MN94382	UMN	FALSE	1995	Morris	MRS	MRS_95	43	NA
2375	NDSU	TRUE	1995	Morris	MRS	MRS_95	12.3	NA
WHEATON	UMN	TRUE	1995	Morris	MRS	MRS_95	39.6	NA
HY417	AAFC	FALSE	1996	Morris	MRS	MRS_96	NA	23.7
MN94351	UMN	FALSE	1996	Morris	MRS	MRS_96	NA	12.2
MN94382	UMN	FALSE	1996	Morris	MRS	MRS_96	NA	12.5
SCHOLAR	MSU	FALSE	1996	Morris	MRS	MRS_96	NA	20.7
D87-240	NDSU	FALSE	1996	Morris	MRS	MRS_96	NA	28
2375	NDSU	TRUE	1996	Morris	MRS	MRS_96	NA	18.2
ND2710	NDSU	TRUE	1996	Morris	MRS	MRS_96	NA	6.7
BACUP	UMN	TRUE	1996	Morris	MRS	MRS_96	NA	7
WHEATON	UMN	TRUE	1996	Morris	MRS	MRS_96	NA	39
ND691	NDSU	FALSE	1997	Morris	MRS	MRS_97	26	20
PARSHALL	NDSU	FALSE	1997	Morris	MRS	MRS_97	34	25
MN94346	UMN	FALSE	1997	Morris	MRS	MRS_97	37.1	10
MN95124	UMN	FALSE	1997	Morris	MRS	MRS_97	68	25
MN95211	UMN	FALSE	1997	Morris	MRS	MRS_97	62	25
SCHOLAR	MSU	FALSE	1997	Morris	MRS	MRS_97	62	15
MCVEY	UMN	FALSE	1997	Morris	MRS	MRS_97	50.6	20
D87-240	NDSU	FALSE	1997	Morris	MRS	MRS_97	68	35
2375	NDSU	TRUE	1997	Morris	MRS	MRS_97	37.8	20
ND2710	NDSU	TRUE	1997	Morris	MRS	MRS_97	32	15
BACUP	UMN	TRUE	1997	Morris	MRS	MRS_97	34	10
WHEATON	UMN	TRUE	1997	Morris	MRS	MRS_97	46.8	50
LANGDON	NDSU	FALSE	1998	Morris	MRS	MRS_98	26.3	43.3
BRIGGS	SDSU	FALSE	1998	Morris	MRS	MRS_98	18.1	6.9
SD3345	SDSU	FALSE	1998	Morris	MRS	MRS_98	29.4	7.3
MN97237	UMN	FALSE	1998	Morris	MRS	MRS_98	66	38.3
MN97762	UMN	FALSE	1998	Morris	MRS	MRS_98	47	27.8
MN97847	UMN	FALSE	1998	Morris	MRS	MRS_98	36.4	36.7
MCVEY	UMN	FALSE	1998	Morris	MRS	MRS_98	29.5	30.3
ND2891	NDSU	FALSE	1998	Morris	MRS	MRS_98	24.3	9.2
2375	NDSU	TRUE	1998	Morris	MRS	MRS_98	34.7	13.3
ND2710	NDSU	TRUE	1998	Morris	MRS	MRS_98	14	10.1
BACUP	UMN	TRUE	1998	Morris	MRS	MRS_98	29.5	6.9
WHEATON	UMN	TRUE	1998	Morris	MRS	MRS_98	54.4	47.8
ACBARRIE	AAFC	FALSE	1999	Morris	MRS	MRS_99	35	28
SD3310	SDSU	FALSE	1999	Morris	MRS	MRS_99	28	18
SD3407	SDSU	FALSE	1999	Morris	MRS	MRS_99	32	20
SD3414	SDSU	FALSE	1999	Morris	MRS	MRS_99	23	11
MN97518	UMN	FALSE	1999	Morris	MRS	MRS_99	25	16
MN97596	UMN	FALSE	1999	Morris	MRS	MRS_99	18	25
MN97603	UMN	FALSE	1999	Morris	MRS	MRS_99	15	18
MN98068	UMN	FALSE	1999	Morris	MRS	MRS_99	53	16
MN98513	UMN	FALSE	1999	Morris	MRS	MRS_99	27	35
ND2891	NDSU	FALSE	1999	Morris	MRS	MRS_99	14	10
2375	NDSU	TRUE	1999	Morris	MRS	MRS_99	28	35
ND2710	NDSU	TRUE	1999	Morris	MRS	MRS_99	5	16
BACUP	UMN	TRUE	1999	Morris	MRS	MRS_99	12	11
WHEATON	UMN	TRUE	1999	Morris	MRS	MRS_99	61	50
PI182561	SDSU	FALSE	2000	Prosper	PRP	PRP_00	95	96
PI382161	SDSU	FALSE	2000	Prosper	PRP	PRP_00	64	39
PI382167	SDSU	FALSE	2000	Prosper	PRP	PRP_00	44	38
PI81791	SDSU	FALSE	2000	Prosper	PRP	PRP_00	54	35
MN97039	UMN	FALSE	2000	Prosper	PRP	PRP_00	48	46
MN97561	UMN	FALSE	2000	Prosper	PRP	PRP_00	45	57
MN98037	UMN	FALSE	2000	Prosper	PRP	PRP_00	49	34
MN98092	UMN	FALSE	2000	Prosper	PRP	PRP_00	57	41
MN98208	UMN	FALSE	2000	Prosper	PRP	PRP_00	50	41
MN98389	UMN	FALSE	2000	Prosper	PRP	PRP_00	60	44
2375	NDSU	TRUE	2000	Prosper	PRP	PRP_00	55	40
ND2710	NDSU	TRUE	2000	Prosper	PRP	PRP_00	18	38
BACUP	UMN	TRUE	2000	Prosper	PRP	PRP_00	47	26
WHEATON	UMN	TRUE	2000	Prosper	PRP	PRP_00	89	82
PI104131	SDSU	FALSE	2001	Prosper	PRP	PRP_01	40	10
PI185380	SDSU	FALSE	2001	Prosper	PRP	PRP_01	37	28
PI349478	SDSU	FALSE	2001	Prosper	PRP	PRP_01	8	4
PI382140	SDSU	FALSE	2001	Prosper	PRP	PRP_01	10	24
MN99109	UMN	FALSE	2001	Prosper	PRP	PRP_01	53	12
MN99112	UMN	FALSE	2001	Prosper	PRP	PRP_01	8	15
MN99126	UMN	FALSE	2001	Prosper	PRP	PRP_01	18	8
MN99192	UMN	FALSE	2001	Prosper	PRP	PRP_01	51	12
MN99322	UMN	FALSE	2001	Prosper	PRP	PRP_01	44	18
2375	NDSU	TRUE	2001	Prosper	PRP	PRP_01	17	20
ND2710	NDSU	TRUE	2001	Prosper	PRP	PRP_01	17	4
BACUP	UMN	TRUE	2001	Prosper	PRP	PRP_01	24	10
WHEATON	UMN	TRUE	2001	Prosper	PRP	PRP_01	61	45
PI163429	Argentina	FALSE	2002	Prosper	PRP	PRP_02	NA	50
PI168727	Argentina	FALSE	2002	Prosper	PRP	PRP_02	NA	43.5
PI345731	Argentina	FALSE	2002	Prosper	PRP	PRP_02	NA	57.5
PI185843	Brazil	FALSE	2002	Prosper	PRP	PRP_02	NA	40
PI264940	Greece	FALSE	2002	Prosper	PRP	PRP_02	NA	44
SD3533	SDSU	FALSE	2002	Prosper	PRP	PRP_02	NA	47.5
MN00021	UMN	FALSE	2002	Prosper	PRP	PRP_02	NA	40
MN00173	UMN	FALSE	2002	Prosper	PRP	PRP_02	NA	50
MN00274	UMN	FALSE	2002	Prosper	PRP	PRP_02	NA	30
MN99225	UMN	FALSE	2002	Prosper	PRP	PRP_02	NA	40
MN99408	UMN	FALSE	2002	Prosper	PRP	PRP_02	NA	43.5
2375	NDSU	TRUE	2002	Prosper	PRP	PRP_02	NA	67.5
ND2710	NDSU	TRUE	2002	Prosper	PRP	PRP_02	NA	39
BACUP	UMN	TRUE	2002	Prosper	PRP	PRP_02	NA	45
WHEATON	UMN	TRUE	2002	Prosper	PRP	PRP_02	NA	67.5
MN00187-3	UMN	FALSE	2004	Prosper	PRP	PRP_04	3.16	NA
MN01164	UMN	FALSE	2004	Prosper	PRP	PRP_04	7.5573	NA
MN01NIL84-5-5-15	UMN	FALSE	2004	Prosper	PRP	PRP_04	3.4174	NA
MN99220-4	UMN	FALSE	2004	Prosper	PRP	PRP_04	6.4248	NA
MN99341-2-5	UMN	FALSE	2004	Prosper	PRP	PRP_04	7.9208	NA
ND03_1-15	NDSU	FALSE	2004	Prosper	PRP	PRP_04	36.19	NA
ND03_1-9	NDSU	FALSE	2004	Prosper	PRP	PRP_04	15.3754	NA
NDSW0345	NDSU	FALSE	2004	Prosper	PRP	PRP_04	55.7584	NA
RUGBY	NDSU	TRUE	2004	Prosper	PRP	PRP_04	60.3998	NA
2375	NDSU	TRUE	2004	Prosper	PRP	PRP_04	26.9116	NA
ND2710	NDSU	TRUE	2004	Prosper	PRP	PRP_04	3.09	NA
BACUP	UMN	TRUE	2004	Prosper	PRP	PRP_04	13.2679	NA
WHEATON	UMN	TRUE	2004	Prosper	PRP	PRP_04	81.4475	NA
NDSW0350	NDSU	FALSE	2005	Prosper	PRP	PRP_05	40.2664	9.5
MN01057-3-1	UMN	FALSE	2005	Prosper	PRP	PRP_05	10.0111	1.5
MN01380-2-1	UMN	FALSE	2005	Prosper	PRP	PRP_05	20.6042	7.5
MN02051-1	UMN	FALSE	2005	Prosper	PRP	PRP_05	36.8265	3.25
MN02219-1	UMN	FALSE	2005	Prosper	PRP	PRP_05	9.0167	4.5
MN02306-2	UMN	FALSE	2005	Prosper	PRP	PRP_05	10.562	3
NDSW0345	NDSU	FALSE	2005	Prosper	PRP	PRP_05	28.4071	3.75
RUGBY	NDSU	TRUE	2005	Prosper	PRP	PRP_05	60.2533	16.75
2375	NDSU	TRUE	2005	Prosper	PRP	PRP_05	25.4997	6.25
ND2710	NDSU	TRUE	2005	Prosper	PRP	PRP_05	6.155	2.5
BACUP	UMN	TRUE	2005	Prosper	PRP	PRP_05	37.0364	4
WHEATON	UMN	TRUE	2005	Prosper	PRP	PRP_05	50.83	NA
SD4504	SDSU	FALSE	2014	Prosper	PRP	PRP_14	7.50535714285714	NA
SD4508	SDSU	FALSE	2014	Prosper	PRP	PRP_14	10.9600040064103	NA
SD4510	SDSU	FALSE	2014	Prosper	PRP	PRP_14	14.7871600621601	NA
SD4514	SDSU	FALSE	2014	Prosper	PRP	PRP_14	10.3161706349206	NA
SD4546	SDSU	FALSE	2014	Prosper	PRP	PRP_14	14.2006365740741	NA
MN10021	UMN	FALSE	2014	Prosper	PRP	PRP_14	6.26788003663004	NA
MN10388	UMN	FALSE	2014	Prosper	PRP	PRP_14	10.2669774159664	NA
MN11074	UMN	FALSE	2014	Prosper	PRP	PRP_14	20.4457149621212	NA
MN11397-1	UMN	FALSE	2014	Prosper	PRP	PRP_14	16.0389635854342	NA
MN11405	UMN	FALSE	2014	Prosper	PRP	PRP_14	10.4833333333333	NA
12-14-147	NDSU	FALSE	2014	Prosper	PRP	PRP_14	13.2913253093061	NA
12-14-158	NDSU	FALSE	2014	Prosper	PRP	PRP_14	22.1145461309524	NA
12-14-172	NDSU	FALSE	2014	Prosper	PRP	PRP_14	22.5912393162393	NA
12-14-97	NDSU	FALSE	2014	Prosper	PRP	PRP_14	14.9442883403361	NA
2375	NDSU	TRUE	2014	Prosper	PRP	PRP_14	29.6924039502164	NA
ND2710	NDSU	TRUE	2014	Prosper	PRP	PRP_14	7.97745584772371	NA
BACUP	UMN	TRUE	2014	Prosper	PRP	PRP_14	38.317803030303	NA
WHEATON	UMN	TRUE	2014	Prosper	PRP	PRP_14	56.3277777777778	NA
BW483	AAFC	FALSE	2015	Prosper	PRP	PRP_15	45.625	NA
BW485	AAFC	FALSE	2015	Prosper	PRP	PRP_15	53.425	NA
BW499	AAFC	FALSE	2015	Prosper	PRP	PRP_15	42.075	NA
BW961	AAFC	FALSE	2015	Prosper	PRP	PRP_15	47.375	NA
MT1219	MSU	FALSE	2015	Prosper	PRP	PRP_15	75.95	NA
MT1337	MSU	FALSE	2015	Prosper	PRP	PRP_15	83.625	NA
MT1338	MSU	FALSE	2015	Prosper	PRP	PRP_15	67.95	NA
14-13-106	NDSU	FALSE	2015	Prosper	PRP	PRP_15	49.625	NA
14-13-135	NDSU	FALSE	2015	Prosper	PRP	PRP_15	57.575	NA
14-13-14	NDSU	FALSE	2015	Prosper	PRP	PRP_15	65.625	NA
14-13-21	NDSU	FALSE	2015	Prosper	PRP	PRP_15	49.9	NA
14-13-97	NDSU	FALSE	2015	Prosper	PRP	PRP_15	58.475	NA
SD4559	SDSU	FALSE	2015	Prosper	PRP	PRP_15	32.925	NA
SD4582	SDSU	FALSE	2015	Prosper	PRP	PRP_15	26.6	NA
SD4595	SDSU	FALSE	2015	Prosper	PRP	PRP_15	57.025	NA
SD4605	SDSU	FALSE	2015	Prosper	PRP	PRP_15	54.275	NA
SD4607	SDSU	FALSE	2015	Prosper	PRP	PRP_15	55.5	NA
MN11326-3	UMN	FALSE	2015	Prosper	PRP	PRP_15	40.45	NA
MN12265-1	UMN	FALSE	2015	Prosper	PRP	PRP_15	45.1	NA
MN12307-3	UMN	FALSE	2015	Prosper	PRP	PRP_15	50.6	NA
MN12423-5	UMN	FALSE	2015	Prosper	PRP	PRP_15	48.75	NA
MN12545-3	UMN	FALSE	2015	Prosper	PRP	PRP_15	44.525	NA
MT1316	MSU	FALSE	2015	Prosper	PRP	PRP_15	59.45	NA
2375	NDSU	TRUE	2015	Prosper	PRP	PRP_15	65.05	NA
ND2710	NDSU	TRUE	2015	Prosper	PRP	PRP_15	26.125	NA
BACUP	UMN	TRUE	2015	Prosper	PRP	PRP_15	45.925	NA
WHEATON	UMN	TRUE	2015	Prosper	PRP	PRP_15	75.95	NA
MT1348	MSU	FALSE	2016	Prosper	PRP	PRP_16	81.1319230769231	NA
MT1401	MSU	FALSE	2016	Prosper	PRP	PRP_16	78.0024038461538	NA
ND820	NDSU	FALSE	2016	Prosper	PRP	PRP_16	35.5428581154684	NA
ND822	NDSU	FALSE	2016	Prosper	PRP	PRP_16	27.2305964052288	NA
ND824	NDSU	FALSE	2016	Prosper	PRP	PRP_16	61.0974855617304	NA
SD4587	SDSU	FALSE	2016	Prosper	PRP	PRP_16	57.5545491143317	NA
SD4589	SDSU	FALSE	2016	Prosper	PRP	PRP_16	50.869298245614	NA
SD4621	SDSU	FALSE	2016	Prosper	PRP	PRP_16	79.8940476190476	NA
SD4645	SDSU	FALSE	2016	Prosper	PRP	PRP_16	53.8273268398268	NA
SD4675	SDSU	FALSE	2016	Prosper	PRP	PRP_16	52.1760531135531	NA
IDO1403S	UIDO	FALSE	2016	Prosper	PRP	PRP_16	63.7889705882353	NA
IDO1405S	UIDO	FALSE	2016	Prosper	PRP	PRP_16	45.9799771167048	NA
IDO1601S	UIDO	FALSE	2016	Prosper	PRP	PRP_16	65.1380952380952	NA
IDO1603S	UIDO	FALSE	2016	Prosper	PRP	PRP_16	52.7251461988304	NA
UISTONE	UIDO	FALSE	2016	Prosper	PRP	PRP_16	48.7318082788671	NA
LANG-MN	UMN	FALSE	2016	Prosper	PRP	PRP_16	89.292297979798	NA
MN11394-6	UMN	FALSE	2016	Prosper	PRP	PRP_16	83.35	NA
MN13056-7	UMN	FALSE	2016	Prosper	PRP	PRP_16	91.5508302005013	NA
MN13064-2	UMN	FALSE	2016	Prosper	PRP	PRP_16	94.3612498612499	NA
MN13515-8	UMN	FALSE	2016	Prosper	PRP	PRP_16	40.0238095238095	NA
MT1316	MSU	FALSE	2016	Prosper	PRP	PRP_16	77.2478827913279	NA
ND-VITPRO	NDSU	FALSE	2016	Prosper	PRP	PRP_16	30.6894444444444	NA
ND828	NDSU	FALSE	2016	Prosper	PRP	PRP_16	67.7287704555506	NA
2375	NDSU	TRUE	2016	Prosper	PRP	PRP_16	79.81875	NA
ND2710	NDSU	TRUE	2016	Prosper	PRP	PRP_16	56.6018382352941	NA
BACUP	UMN	TRUE	2016	Prosper	PRP	PRP_16	67.8211750711751	NA
WHEATON	UMN	TRUE	2016	Prosper	PRP	PRP_16	43.8686038011696	NA
ND830	NDSU	FALSE	2017	Prosper	PRP	PRP_17	23.6666667	NA
ND833	NDSU	FALSE	2017	Prosper	PRP	PRP_17	15.6666667	NA
NDHRS16-12-19	NDSU	FALSE	2017	Prosper	PRP	PRP_17	36	NA
NDHRS16-12-31	NDSU	FALSE	2017	Prosper	PRP	PRP_17	10	NA
NDHRS16-12-52	NDSU	FALSE	2017	Prosper	PRP	PRP_17	38	NA
SD4691	SDSU	FALSE	2017	Prosper	PRP	PRP_17	16.6666667	NA
SD4705	SDSU	FALSE	2017	Prosper	PRP	PRP_17	14.6666667	NA
SD4710	SDSU	FALSE	2017	Prosper	PRP	PRP_17	27	NA
SD4724	SDSU	FALSE	2017	Prosper	PRP	PRP_17	10.6666667	NA
SD4741	SDSU	FALSE	2017	Prosper	PRP	PRP_17	19	NA
MN13304-5	UMN	FALSE	2017	Prosper	PRP	PRP_17	41.6666667	NA
MN14138-4	UMN	FALSE	2017	Prosper	PRP	PRP_17	47.6666667	NA
MN14470-5	UMN	FALSE	2017	Prosper	PRP	PRP_17	8.6666667	NA
MN14669-1	UMN	FALSE	2017	Prosper	PRP	PRP_17	54.6666667	NA
2398	NDSU	FALSE	2017	Prosper	PRP	PRP_17	51.75	NA
2375	NDSU	TRUE	2017	Prosper	PRP	PRP_17	18.6666667	NA
ND2710	NDSU	TRUE	2017	Prosper	PRP	PRP_17	12.8333333	NA
BACUP	UMN	TRUE	2017	Prosper	PRP	PRP_17	31.6666667	NA
WHEATON	UMN	TRUE	2017	Prosper	PRP	PRP_17	58.6666667	NA
MT1673	MSU	FALSE	2018	Prosper	PRP	PRP_18	NA	40
NDHRS16-13-13	NDSU	FALSE	2018	Prosper	PRP	PRP_18	NA	35
NDHRS16-13-89	NDSU	FALSE	2018	Prosper	PRP	PRP_18	NA	10
NDHRS16-13-97	NDSU	FALSE	2018	Prosper	PRP	PRP_18	NA	15
NDHRS16-14-12	NDSU	FALSE	2018	Prosper	PRP	PRP_18	NA	35
NDHRS16-14-91	NDSU	FALSE	2018	Prosper	PRP	PRP_18	NA	15
SD4756	SDSU	FALSE	2018	Prosper	PRP	PRP_18	NA	10
SD4758	SDSU	FALSE	2018	Prosper	PRP	PRP_18	NA	50
SD4787	SDSU	FALSE	2018	Prosper	PRP	PRP_18	NA	10
SD4819	SDSU	FALSE	2018	Prosper	PRP	PRP_18	NA	10
SD4822	SDSU	FALSE	2018	Prosper	PRP	PRP_18	NA	25
MN15008-7	UMN	FALSE	2018	Prosper	PRP	PRP_18	NA	10
MN15029-8	UMN	FALSE	2018	Prosper	PRP	PRP_18	NA	15
MN15089-2	UMN	FALSE	2018	Prosper	PRP	PRP_18	NA	15
MN15219-2	UMN	FALSE	2018	Prosper	PRP	PRP_18	NA	15
MN15501-4	UMN	FALSE	2018	Prosper	PRP	PRP_18	NA	20
MT1621	MSU	FALSE	2018	Prosper	PRP	PRP_18	NA	30
2375	NDSU	TRUE	2018	Prosper	PRP	PRP_18	NA	45
ND2710	NDSU	TRUE	2018	Prosper	PRP	PRP_18	NA	10
BACUP	UMN	TRUE	2018	Prosper	PRP	PRP_18	NA	15
WHEATON	UMN	TRUE	2018	Prosper	PRP	PRP_18	NA	40
LANNING	MSU	FALSE	2019	Prosper	PRP	PRP_19	63.63	60
MT1767	MSU	FALSE	2019	Prosper	PRP	PRP_19	71.2633333	81.6666667
VIDA	MSU	FALSE	2019	Prosper	PRP	PRP_19	53.79	70
NDHRS14-0136-C06	NDSU	FALSE	2019	Prosper	PRP	PRP_19	53.0466667	56.6666667
NDHRS16-14-36	NDSU	FALSE	2019	Prosper	PRP	PRP_19	50.8666667	46.6666667
NDHRS16-16-665	NDSU	FALSE	2019	Prosper	PRP	PRP_19	36.02	38.3333333
SD4740	SDSU	FALSE	2019	Prosper	PRP	PRP_19	46.6366667	53.3333333
SD4834	SDSU	FALSE	2019	Prosper	PRP	PRP_19	35.8266667	53.3333333
SD4859	SDSU	FALSE	2019	Prosper	PRP	PRP_19	44.5233333	61.6666667
SD4865	SDSU	FALSE	2019	Prosper	PRP	PRP_19	45.5433333	50
SD4868	SDSU	FALSE	2019	Prosper	PRP	PRP_19	46.1033333	48.3333333
MN15155-2	UMN	FALSE	2019	Prosper	PRP	PRP_19	38.1166667	41.6666667
MN16028	UMN	FALSE	2019	Prosper	PRP	PRP_19	52.6666667	41.6666667
MN16040	UMN	FALSE	2019	Prosper	PRP	PRP_19	33.93	46.6666667
MN16262-3	UMN	FALSE	2019	Prosper	PRP	PRP_19	44.7833333	51.6666667
MN16317-5	UMN	FALSE	2019	Prosper	PRP	PRP_19	36.7133333	46.6666667
MT1621	MSU	FALSE	2019	Prosper	PRP	PRP_19	61.3566667	60
NDHRS13-0170-0004	NDSU	FALSE	2019	Prosper	PRP	PRP_19	51.6966667	45
MT1716	MSU	FALSE	2019	Prosper	PRP	PRP_19	53.1666667	55
ND-HERON	NDSU	FALSE	2019	Prosper	PRP	PRP_19	46.08	45
ND2710	NDSU	TRUE	2019	Prosper	PRP	PRP_19	15.523	56.6666667
BACUP	UMN	TRUE	2019	Prosper	PRP	PRP_19	26.96	51.6666667
WHEATON	UMN	TRUE	2019	Prosper	PRP	PRP_19	68.37	55
MT1775	MSU	FALSE	2020	Prosper	PRP	PRP_20	NA	58.3333333
MT1809	MSU	FALSE	2020	Prosper	PRP	PRP_20	NA	55
MT1866	MSU	FALSE	2020	Prosper	PRP	PRP_20	NA	83.3333333
MT1871	MSU	FALSE	2020	Prosper	PRP	PRP_20	NA	63.3333333
MT1872	MSU	FALSE	2020	Prosper	PRP	PRP_20	NA	71.6666667
NDHRS13-0114-C06	NDSU	FALSE	2020	Prosper	PRP	PRP_20	NA	23.3333333
NDHRS13-0121-C05	NDSU	FALSE	2020	Prosper	PRP	PRP_20	NA	21.6666667
NDHRS13-0215-C03	NDSU	FALSE	2020	Prosper	PRP	PRP_20	NA	35
NDHRS13-0318-0003	NDSU	FALSE	2020	Prosper	PRP	PRP_20	NA	22.5
SD4848	SDSU	FALSE	2020	Prosper	PRP	PRP_20	NA	33.3333333
SD4917	SDSU	FALSE	2020	Prosper	PRP	PRP_20	NA	15
SD4926	SDSU	FALSE	2020	Prosper	PRP	PRP_20	NA	43.3333333
SD4947	SDSU	FALSE	2020	Prosper	PRP	PRP_20	NA	43.3333333
SD4950	SDSU	FALSE	2020	Prosper	PRP	PRP_20	NA	31.6666667
MN16103-1	UMN	FALSE	2020	Prosper	PRP	PRP_20	NA	31.6666667
MN16277-3	UMN	FALSE	2020	Prosper	PRP	PRP_20	NA	38.3333333
MN16340-8	UMN	FALSE	2020	Prosper	PRP	PRP_20	NA	31.6666667
MN16360-1	UMN	FALSE	2020	Prosper	PRP	PRP_20	NA	28.3333333
MN16408-5	UMN	FALSE	2020	Prosper	PRP	PRP_20	NA	28.3333333
NDHRS13-0170-0004	NDSU	FALSE	2020	Prosper	PRP	PRP_20	NA	35
MT1855	MSU	FALSE	2020	Prosper	PRP	PRP_20	NA	76.6666667
MT1716	MSU	FALSE	2020	Prosper	PRP	PRP_20	NA	51.6666667
ND-HERON	NDSU	FALSE	2020	Prosper	PRP	PRP_20	NA	36.6666667
ND2710	NDSU	TRUE	2020	Prosper	PRP	PRP_20	NA	18.3333333
BACUP	UMN	TRUE	2020	Prosper	PRP	PRP_20	NA	35
WHEATON	UMN	TRUE	2020	Prosper	PRP	PRP_20	NA	40
MT2007	MSU	FALSE	2021	Prosper	PRP	PRP_21	NA	51.6666667
MT2013	MSU	FALSE	2021	Prosper	PRP	PRP_21	NA	45
MT2018	MSU	FALSE	2021	Prosper	PRP	PRP_21	NA	16.6666667
MT2022	MSU	FALSE	2021	Prosper	PRP	PRP_21	NA	26.6666667
NDHRS17DH-0467-056	NDSU	FALSE	2021	Prosper	PRP	PRP_21	NA	30
SD4871	SDSU	FALSE	2021	Prosper	PRP	PRP_21	NA	11.6666667
SD4933	SDSU	FALSE	2021	Prosper	PRP	PRP_21	NA	18.3333333
SD4968	SDSU	FALSE	2021	Prosper	PRP	PRP_21	NA	13.3333333
SD4976	SDSU	FALSE	2021	Prosper	PRP	PRP_21	NA	20
SD4991	SDSU	FALSE	2021	Prosper	PRP	PRP_21	NA	16.6666667
SD5012	SDSU	FALSE	2021	Prosper	PRP	PRP_21	NA	35
MN17033-1	UMN	FALSE	2021	Prosper	PRP	PRP_21	NA	30
MN17038-5	UMN	FALSE	2021	Prosper	PRP	PRP_21	NA	16.6666667
MN17271-1	UMN	FALSE	2021	Prosper	PRP	PRP_21	NA	21.6666667
MN17332-2	UMN	FALSE	2021	Prosper	PRP	PRP_21	NA	21.6666667
MT1855	MSU	FALSE	2021	Prosper	PRP	PRP_21	NA	28.3333333
NDHRS13-0156-C04	NDSU	FALSE	2021	Prosper	PRP	PRP_21	NA	20
NDHRS13-0177-0001	NDSU	FALSE	2021	Prosper	PRP	PRP_21	NA	20
NDHRS13-0309-B03	NDSU	FALSE	2021	Prosper	PRP	PRP_21	NA	31.6666667
NDHRS17-0596-B28	NDSU	FALSE	2021	Prosper	PRP	PRP_21	NA	30
MT1716	MSU	FALSE	2021	Prosper	PRP	PRP_21	NA	31.6666667
ND2710	NDSU	TRUE	2021	Prosper	PRP	PRP_21	NA	56.6666667
BACUP	UMN	TRUE	2021	Prosper	PRP	PRP_21	NA	56.6666667
WHEATON	UMN	TRUE	2021	Prosper	PRP	PRP_21	NA	16.6666667
MT21076	MSU	FALSE	2022	Prosper	PRP	PRP_22	NA	65.736
MT21082	MSU	FALSE	2022	Prosper	PRP	PRP_22	NA	54.279
MT21089	MSU	FALSE	2022	Prosper	PRP	PRP_22	NA	59.259
MT21091	MSU	FALSE	2022	Prosper	PRP	PRP_22	NA	55.573
MT21102	MSU	FALSE	2022	Prosper	PRP	PRP_22	NA	64.288
MT21111	MSU	FALSE	2022	Prosper	PRP	PRP_22	NA	59.847
SD4893	SDSU	FALSE	2022	Prosper	PRP	PRP_22	NA	46.16
SD4924	SDSU	FALSE	2022	Prosper	PRP	PRP_22	NA	55.71
SD5030	SDSU	FALSE	2022	Prosper	PRP	PRP_22	NA	60.355
SD5038	SDSU	FALSE	2022	Prosper	PRP	PRP_22	NA	64.953
