line	organization	isCheck	year	location	loc_code	env_code	DIS	VSK
SD4868	SDSU	FALSE	2019	Brookings	BRK	BRK_19	19.8	25.8
MN15155-2	UMN	FALSE	2019	Brookings	BRK	BRK_19	19.4	19.2
MN16028	UMN	FALSE	2019	Brookings	BRK	BRK_19	22.4	14.2
MN16040	UMN	FALSE	2019	Brookings	BRK	BRK_19	21.3	25
MN16262-3	UMN	FALSE	2019	Brookings	BRK	BRK_19	18.8	17.5
MN16317-5	UMN	FALSE	2019	Brookings	BRK	BRK_19	17.5	13.3
MT1621	MSU	FALSE	2019	Brookings	BRK	BRK_19	33.7	36.7
NDHRS13-0170-0004	NDSU	FALSE	2019	Brookings	BRK	BRK_19	23.4	24.2
MT1716	MSU	FALSE	2019	Brookings	BRK	BRK_19	24.8	25.8
ND-HERON	NDSU	FALSE	2019	Brookings	BRK	BRK_19	21.2	31.7
ND2710	NDSU	TRUE	2019	Brookings	BRK	BRK_19	17.5	23.3
BACUP	UMN	TRUE	2019	Brookings	BRK	BRK_19	29.8	37.5
WHEATON	UMN	TRUE	2019	Brookings	BRK	BRK_19	39.4	48.3
MT1775	MSU	FALSE	2020	Brookings	BRK	BRK_20	27.8	41.7
MT1809	MSU	FALSE	2020	Brookings	BRK	BRK_20	21.1	34.2
MT1866	MSU	FALSE	2020	Brookings	BRK	BRK_20	29.8	33.3
MT1871	MSU	FALSE	2020	Brookings	BRK	BRK_20	31.9	41.7
MT1872	MSU	FALSE	2020	Brookings	BRK	BRK_20	23	42.5
NDHRS13-0114-C06	NDSU	FALSE	2020	Brookings	BRK	BRK_20	18.9	41.7
NDHRS13-0121-C05	NDSU	FALSE	2020	Brookings	BRK	BRK_20	15.7	33.3
NDHRS13-0215-C03	NDSU	FALSE	2020	Brookings	BRK	BRK_20	19.7	34.2
NDHRS13-0318-0003	NDSU	FALSE	2020	Brookings	BRK	BRK_20	18.8	28.3
SD4848	SDSU	FALSE	2020	Brookings	BRK	BRK_20	24.9	27.5
SD4917	SDSU	FALSE	2020	Brookings	BRK	BRK_20	19.8	30
SD4926	SDSU	FALSE	2020	Brookings	BRK	BRK_20	19	20.8
SD4947	SDSU	FALSE	2020	Brookings	BRK	BRK_20	31.4	26.7
SD4950	SDSU	FALSE	2020	Brookings	BRK	BRK_20	30.8	20
MN16103-1	UMN	FALSE	2020	Brookings	BRK	BRK_20	19.8	22.5
MN16277-3	UMN	FALSE	2020	Brookings	BRK	BRK_20	21.4	25.8
MN16340-8	UMN	FALSE	2020	Brookings	BRK	BRK_20	21.2	27.5
MN16360-1	UMN	FALSE	2020	Brookings	BRK	BRK_20	26.3	25
MN16408-5	UMN	FALSE	2020	Brookings	BRK	BRK_20	23.8	23.3
NDHRS13-0170-0004	NDSU	FALSE	2020	Brookings	BRK	BRK_20	18.1	30
MT1855	MSU	FALSE	2020	Brookings	BRK	BRK_20	37.1	39.2
MT1716	MSU	FALSE	2020	Brookings	BRK	BRK_20	21.8	33.3
ND-HERON	NDSU	FALSE	2020	Brookings	BRK	BRK_20	19.2	36.7
ND2710	NDSU	TRUE	2020	Brookings	BRK	BRK_20	18.8	33.3
BACUP	UMN	TRUE	2020	Brookings	BRK	BRK_20	23.1	37.5
WHEATON	UMN	TRUE	2020	Brookings	BRK	BRK_20	43.7	52.5
MT2007	MSU	FALSE	2021	Brookings	BRK	BRK_21	22.7	27.5
MT2013	MSU	FALSE	2021	Brookings	BRK	BRK_21	25.8	37.5
MT2018	MSU	FALSE	2021	Brookings	BRK	BRK_21	25.1	29.2
MT2022	MSU	FALSE	2021	Brookings	BRK	BRK_21	20.8	27.5
NDHRS17DH-0467-056	NDSU	FALSE	2021	Brookings	BRK	BRK_21	24.7	24.2
SD4871	SDSU	FALSE	2021	Brookings	BRK	BRK_21	15.9	22.5
SD4933	SDSU	FALSE	2021	Brookings	BRK	BRK_21	17	18.3
SD4968	SDSU	FALSE	2021	Brookings	BRK	BRK_21	16.8	25.8
SD4976	SDSU	FALSE	2021	Brookings	BRK	BRK_21	20.7	29.2
SD4991	SDSU	FALSE	2021	Brookings	BRK	BRK_21	17.7	15
SD5012	SDSU	FALSE	2021	Brookings	BRK	BRK_21	14.3	24.2
MN17033-1	UMN	FALSE	2021	Brookings	BRK	BRK_21	17.7	21.7
MN17038-5	UMN	FALSE	2021	Brookings	BRK	BRK_21	23.9	23.3
MN17271-1	UMN	FALSE	2021	Brookings	BRK	BRK_21	18.6	22.5
MN17332-2	UMN	FALSE	2021	Brookings	BRK	BRK_21	19.3	21.7
MT1855	MSU	FALSE	2021	Brookings	BRK	BRK_21	29.8	25
NDHRS13-0156-C04	NDSU	FALSE	2021	Brookings	BRK	BRK_21	22.5	31.7
NDHRS13-0177-0001	NDSU	FALSE	2021	Brookings	BRK	BRK_21	17.1	22.5
NDHRS13-0309-B03	NDSU	FALSE	2021	Brookings	BRK	BRK_21	17.5	19.2
NDHRS17-0596-B28	NDSU	FALSE	2021	Brookings	BRK	BRK_21	15.3	20.8
MT1716	MSU	FALSE	2021	Brookings	BRK	BRK_21	22.8	25
ND2710	NDSU	TRUE	2021	Brookings	BRK	BRK_21	13	27.5
BACUP	UMN	TRUE	2021	Brookings	BRK	BRK_21	18.7	28.3
WHEATON	UMN	TRUE	2021	Brookings	BRK	BRK_21	41.3	40
MT21076	MSU	FALSE	2022	Brookings	BRK	BRK_22	20.8	18.3
MT21082	MSU	FALSE	2022	Brookings	BRK	BRK_22	32.7	30
MT21089	MSU	FALSE	2022	Brookings	BRK	BRK_22	22.5	23.3
MT21091	MSU	FALSE	2022	Brookings	BRK	BRK_22	21.7	20
MT21102	MSU	FALSE	2022	Brookings	BRK	BRK_22	25.2	23.3
MT21111	MSU	FALSE	2022	Brookings	BRK	BRK_22	27.3	21.7
SD4893	SDSU	FALSE	2022	Brookings	BRK	BRK_22	21.5	20
SD4924	SDSU	FALSE	2022	Brookings	BRK	BRK_22	29.7	31.7
SD5030	SDSU	FALSE	2022	Brookings	BRK	BRK_22	24.8	21.7
SD5038	SDSU	FALSE	2022	Brookings	BRK	BRK_22	24.8	26.7
SD5051	SDSU	FALSE	2022	Brookings	BRK	BRK_22	22.7	23.3
MN17065-2	UMN	FALSE	2022	Brookings	BRK	BRK_22	21.3	13.3
MN18081-5	UMN	FALSE	2022	Brookings	BRK	BRK_22	22	23.3
MN18163-5	UMN	FALSE	2022	Brookings	BRK	BRK_22	24	18.3
MN18179-4	UMN	FALSE	2022	Brookings	BRK	BRK_22	16.8	20
MN18292-3	UMN	FALSE	2022	Brookings	BRK	BRK_22	23.7	15
NDHRS13-0156-C04	NDSU	FALSE	2022	Brookings	BRK	BRK_22	26.8	28.3
NDHRS13-0177-0001	NDSU	FALSE	2022	Brookings	BRK	BRK_22	22.3	23.3
NDHRS13-0309-B03	NDSU	FALSE	2022	Brookings	BRK	BRK_22	17.3	21.7
NDHRS17-0596-B28	NDSU	FALSE	2022	Brookings	BRK	BRK_22	21.5	23.3
ND2710	NDSU	TRUE	2022	Brookings	BRK	BRK_22	17.5	20
BACUP	UMN	TRUE	2022	Brookings	BRK	BRK_22	23.7	26.7
WHEATON	UMN	TRUE	2022	Brookings	BRK	BRK_22	35.3	35
MT21214	MSU	FALSE	2023	Brookings	BRK	BRK_23	15.5	26.7
MT21222	MSU	FALSE	2023	Brookings	BRK	BRK_23	16.9	25
MT21305	MSU	FALSE	2023	Brookings	BRK	BRK_23	17.1	23.3
MT21352	MSU	FALSE	2023	Brookings	BRK	BRK_23	20.6	27.5
MT21384	MSU	FALSE	2023	Brookings	BRK	BRK_23	23.5	25
NDHRS15-0006-B02	NDSU	FALSE	2023	Brookings	BRK	BRK_23	8.5	15
NDHRS15-0006-C29	NDSU	FALSE	2023	Brookings	BRK	BRK_23	18.3	10
NDHRS15-0037-C52	NDSU	FALSE	2023	Brookings	BRK	BRK_23	14.4	8.3
NDHRS15-0405-C34	NDSU	FALSE	2023	Brookings	BRK	BRK_23	12.5	17.5
NDHRS16RIL-0190-019	NDSU	FALSE	2023	Brookings	BRK	BRK_23	13.6	16.7
SD5101	SDSU	FALSE	2023	Brookings	BRK	BRK_23	15	15
SD5117	SDSU	FALSE	2023	Brookings	BRK	BRK_23	18.1	13.3
SD5127	SDSU	FALSE	2023	Brookings	BRK	BRK_23	13.7	22.5
SD5132	SDSU	FALSE	2023	Brookings	BRK	BRK_23	13.3	9
SD5145	SDSU	FALSE	2023	Brookings	BRK	BRK_23	16.8	15
SD5159	SDSU	FALSE	2023	Brookings	BRK	BRK_23	16.2	13
MN18091-2	UMN	FALSE	2023	Brookings	BRK	BRK_23	15.2	12.3
MN19114-3	UMN	FALSE	2023	Brookings	BRK	BRK_23	14.8	13.5
MN19146-4	UMN	FALSE	2023	Brookings	BRK	BRK_23	9.5	16.7
MN19257-1	UMN	FALSE	2023	Brookings	BRK	BRK_23	12	5
MN20231-2	UMN	FALSE	2023	Brookings	BRK	BRK_23	15.5	9.7
MT21220	MSU	FALSE	2023	Brookings	BRK	BRK_23	13	25
ND2710	NDSU	TRUE	2023	Brookings	BRK	BRK_23	7.5	7.5
BACUP	UMN	TRUE	2023	Brookings	BRK	BRK_23	13	22.5
WHEATON	UMN	TRUE	2023	Brookings	BRK	BRK_23	25.3	58.3
AAC_HODGE	AAFC	FALSE	2024	Brookings	BRK	BRK_24	28.7	35
AAC_SPIKE	AAFC	FALSE	2024	Brookings	BRK	BRK_24	29.8	38.3
AAC_WESTKING	AAFC	FALSE	2024	Brookings	BRK	BRK_24	30.3	33.3
BW5095	AAFC	FALSE	2024	Brookings	BRK	BRK_24	40.2	26.7
HY2136	AAFC	FALSE	2024	Brookings	BRK	BRK_24	42.3	31.7
MT21224	MSU	FALSE	2024	Brookings	BRK	BRK_24	46.5	50
MT22071	MSU	FALSE	2024	Brookings	BRK	BRK_24	38.5	56.7
MT22345	MSU	FALSE	2024	Brookings	BRK	BRK_24	56	58.3
MT22361	MSU	FALSE	2024	Brookings	BRK	BRK_24	44.3	48.3
MT23004	MSU	FALSE	2024	Brookings	BRK	BRK_24	43.3	63.3
MT23297	MSU	FALSE	2024	Brookings	BRK	BRK_24	43.3	40
NDHRS18-0069-B077	NDSU	FALSE	2024	Brookings	BRK	BRK_24	25	26.7
NDHRS18-0105-B080	NDSU	FALSE	2024	Brookings	BRK	BRK_24	17.4	20
NDHRS18-0178-B057	NDSU	FALSE	2024	Brookings	BRK	BRK_24	33	26.7
NDHRS18-0180-B101	NDSU	FALSE	2024	Brookings	BRK	BRK_24	22.4	23.3
NDHRS18-0261-B234	NDSU	FALSE	2024	Brookings	BRK	BRK_24	26.9	35
NDHRS19RIL-0121-212-1	NDSU	FALSE	2024	Brookings	BRK	BRK_24	20.4	30
SD5050	SDSU	FALSE	2024	Brookings	BRK	BRK_24	32.8	35
SD5153	SDSU	FALSE	2024	Brookings	BRK	BRK_24	29	13.3
SD5158	SDSU	FALSE	2024	Brookings	BRK	BRK_24	18.2	25
SD5193	SDSU	FALSE	2024	Brookings	BRK	BRK_24	31.7	23.3
SD5195	SDSU	FALSE	2024	Brookings	BRK	BRK_24	24.1	30
SD5203	SDSU	FALSE	2024	Brookings	BRK	BRK_24	24.1	21.7
SD5223	SDSU	FALSE	2024	Brookings	BRK	BRK_24	23.3	25
MN19342-1	UMN	FALSE	2024	Brookings	BRK	BRK_24	33.5	31.7
MN20080-3	UMN	FALSE	2024	Brookings	BRK	BRK_24	30.3	26.7
MN20081-2	UMN	FALSE	2024	Brookings	BRK	BRK_24	30.8	26.7
MN20171-1	UMN	FALSE	2024	Brookings	BRK	BRK_24	26.5	28.3
MN20172-2	UMN	FALSE	2024	Brookings	BRK	BRK_24	37.5	20
MT21220	MSU	FALSE	2024	Brookings	BRK	BRK_24	43.7	38.3
ND2710	NDSU	TRUE	2024	Brookings	BRK	BRK_24	21.6	31.7
BACUP	UMN	TRUE	2024	Brookings	BRK	BRK_24	38.8	33.3
WHEATON	UMN	TRUE	2024	Brookings	BRK	BRK_24	58.2	61.7
MT9354	MSU	FALSE	1995	Brookings	BRK	BRK_95	70	NA
MT9360	MSU	FALSE	1995	Brookings	BRK	BRK_95	11	NA
INGOT	SDSU	FALSE	1995	Brookings	BRK	BRK_95	12.8	NA
SD8089	SDSU	FALSE	1995	Brookings	BRK	BRK_95	4.7	NA
2398	NDSU	FALSE	1995	Brookings	BRK	BRK_95	82.7	NA
2375	NDSU	TRUE	1995	Brookings	BRK	BRK_95	16.4	NA
WHEATON	UMN	TRUE	1995	Brookings	BRK	BRK_95	79	NA
HY417	AAFC	FALSE	1996	Brookings	BRK	BRK_96	51.4	85
MN94351	UMN	FALSE	1996	Brookings	BRK	BRK_96	6.8	35
MN94382	UMN	FALSE	1996	Brookings	BRK	BRK_96	28.9	25
SCHOLAR	MSU	FALSE	1996	Brookings	BRK	BRK_96	55.5	78
2375	NDSU	TRUE	1996	Brookings	BRK	BRK_96	47.4	75
ND2710	NDSU	TRUE	1996	Brookings	BRK	BRK_96	15.5	15
BACUP	UMN	TRUE	1996	Brookings	BRK	BRK_96	27.1	23
WHEATON	UMN	TRUE	1996	Brookings	BRK	BRK_96	63.8	80
ND691	NDSU	FALSE	1997	Brookings	BRK	BRK_97	54.5	70
PARSHALL	NDSU	FALSE	1997	Brookings	BRK	BRK_97	70	56.7
MN94346	UMN	FALSE	1997	Brookings	BRK	BRK_97	44.8	63.3
MN95124	UMN	FALSE	1997	Brookings	BRK	BRK_97	51.8	50
MN95211	UMN	FALSE	1997	Brookings	BRK	BRK_97	42.2	63.3
SCHOLAR	MSU	FALSE	1997	Brookings	BRK	BRK_97	65.8	68.3
MCVEY	UMN	FALSE	1997	Brookings	BRK	BRK_97	62.7	81.7
D87-240	NDSU	FALSE	1997	Brookings	BRK	BRK_97	75.3	81.7
2375	NDSU	TRUE	1997	Brookings	BRK	BRK_97	66	71.7
ND2710	NDSU	TRUE	1997	Brookings	BRK	BRK_97	18.8	33.3
BACUP	UMN	TRUE	1997	Brookings	BRK	BRK_97	22.8	56.7
WHEATON	UMN	TRUE	1997	Brookings	BRK	BRK_97	78.7	86.7
LANGDON	NDSU	FALSE	1998	Brookings	BRK	BRK_98	77.3	73.3
BRIGGS	SDSU	FALSE	1998	Brookings	BRK	BRK_98	64.3	50
SD3345	SDSU	FALSE	1998	Brookings	BRK	BRK_98	76.7	53.3
MN97237	UMN	FALSE	1998	Brookings	BRK	BRK_98	69.7	56.7
MN97762	UMN	FALSE	1998	Brookings	BRK	BRK_98	78	63.3
MN97847	UMN	FALSE	1998	Brookings	BRK	BRK_98	62	63.3
MCVEY	UMN	FALSE	1998	Brookings	BRK	BRK_98	66.7	60
ND2891	NDSU	FALSE	1998	Brookings	BRK	BRK_98	60	35
2375	NDSU	TRUE	1998	Brookings	BRK	BRK_98	72.7	55
ND2710	NDSU	TRUE	1998	Brookings	BRK	BRK_98	44	45
BACUP	UMN	TRUE	1998	Brookings	BRK	BRK_98	51.7	48.3
WHEATON	UMN	TRUE	1998	Brookings	BRK	BRK_98	87	90
ACBARRIE	AAFC	FALSE	1999	Brookings	BRK	BRK_99	87	50
SD3310	SDSU	FALSE	1999	Brookings	BRK	BRK_99	39	22
SD3407	SDSU	FALSE	1999	Brookings	BRK	BRK_99	56	42
SD3414	SDSU	FALSE	1999	Brookings	BRK	BRK_99	45	32
MN97518	UMN	FALSE	1999	Brookings	BRK	BRK_99	53	40
MN97596	UMN	FALSE	1999	Brookings	BRK	BRK_99	68	55
MN97603	UMN	FALSE	1999	Brookings	BRK	BRK_99	63	48
MN98068	UMN	FALSE	1999	Brookings	BRK	BRK_99	66	47
MN98513	UMN	FALSE	1999	Brookings	BRK	BRK_99	54	42
ND2891	NDSU	FALSE	1999	Brookings	BRK	BRK_99	48	32
2375	NDSU	TRUE	1999	Brookings	BRK	BRK_99	71	50
ND2710	NDSU	TRUE	1999	Brookings	BRK	BRK_99	34	25
BACUP	UMN	TRUE	1999	Brookings	BRK	BRK_99	56	38
WHEATON	UMN	TRUE	1999	Brookings	BRK	BRK_99	84	90
PI182561	SDSU	FALSE	2000	Crookston	CRK	CRK_00	7.8	9.3
PI382161	SDSU	FALSE	2000	Crookston	CRK	CRK_00	5.8	2.7
PI382167	SDSU	FALSE	2000	Crookston	CRK	CRK_00	8	6.9
PI81791	SDSU	FALSE	2000	Crookston	CRK	CRK_00	11.3	5.9
MN97039	UMN	FALSE	2000	Crookston	CRK	CRK_00	25.3	15.7
MN97561	UMN	FALSE	2000	Crookston	CRK	CRK_00	26.7	14
MN98037	UMN	FALSE	2000	Crookston	CRK	CRK_00	17.5	8.7
MN98092	UMN	FALSE	2000	Crookston	CRK	CRK_00	26.8	14
MN98208	UMN	FALSE	2000	Crookston	CRK	CRK_00	34.5	19
MN98389	UMN	FALSE	2000	Crookston	CRK	CRK_00	17.3	11
2375	NDSU	TRUE	2000	Crookston	CRK	CRK_00	33	19
ND2710	NDSU	TRUE	2000	Crookston	CRK	CRK_00	16.7	5.3
BACUP	UMN	TRUE	2000	Crookston	CRK	CRK_00	19.8	8
WHEATON	UMN	TRUE	2000	Crookston	CRK	CRK_00	47.3	50
PI104131	SDSU	FALSE	2001	Crookston	CRK	CRK_01	6.7	5.3
PI185380	SDSU	FALSE	2001	Crookston	CRK	CRK_01	10.3	25.6
PI349478	SDSU	FALSE	2001	Crookston	CRK	CRK_01	2	13
PI382140	SDSU	FALSE	2001	Crookston	CRK	CRK_01	13.6	16
MN99109	UMN	FALSE	2001	Crookston	CRK	CRK_01	11.1	9.3
MN99112	UMN	FALSE	2001	Crookston	CRK	CRK_01	8.9	5.3
MN99126	UMN	FALSE	2001	Crookston	CRK	CRK_01	6.8	9.7
MN99192	UMN	FALSE	2001	Crookston	CRK	CRK_01	5	10
MN99322	UMN	FALSE	2001	Crookston	CRK	CRK_01	17	15
2375	NDSU	TRUE	2001	Crookston	CRK	CRK_01	25.7	38.3
ND2710	NDSU	TRUE	2001	Crookston	CRK	CRK_01	11.8	13
BACUP	UMN	TRUE	2001	Crookston	CRK	CRK_01	5.1	12.7
WHEATON	UMN	TRUE	2001	Crookston	CRK	CRK_01	28.6	50
SD3533	SDSU	FALSE	2002	Crookston	CRK	CRK_02	1.5	10
MN00021	UMN	FALSE	2002	Crookston	CRK	CRK_02	1.8	6
MN00173	UMN	FALSE	2002	Crookston	CRK	CRK_02	0.3	6
MN00274	UMN	FALSE	2002	Crookston	CRK	CRK_02	1.7	4
MN99225	UMN	FALSE	2002	Crookston	CRK	CRK_02	5	4
MN99408	UMN	FALSE	2002	Crookston	CRK	CRK_02	4.5	6
2375	NDSU	TRUE	2002	Crookston	CRK	CRK_02	24.2	15
ND2710	NDSU	TRUE	2002	Crookston	CRK	CRK_02	1.7	2
BACUP	UMN	TRUE	2002	Crookston	CRK	CRK_02	8	4
WHEATON	UMN	TRUE	2002	Crookston	CRK	CRK_02	65.8	40
BUCKAUSTRAL	Argentina	FALSE	2003	Crookston	CRK	CRK_03	57.9	20
KLEINCONDOR	Argentina	FALSE	2003	Crookston	CRK	CRK_03	63.9	20.5
ARTEMOWSKA	Bulgaria	FALSE	2003	Crookston	CRK	CRK_03	34.7	27
ALBIDUM43	Russia	FALSE	2003	Crookston	CRK	CRK_03	37	12.3
SD3746	SDSU	FALSE	2003	Crookston	CRK	CRK_03	62.9	31
STEPNJACHKA	Ukraine	FALSE	2003	Crookston	CRK	CRK_03	37.6	40
MN01116	UMN	FALSE	2003	Crookston	CRK	CRK_03	9.9	4.5
MN01180	UMN	FALSE	2003	Crookston	CRK	CRK_03	6.7	11.3
MN01281	UMN	FALSE	2003	Crookston	CRK	CRK_03	12.1	6.3
MN99433-1	UMN	FALSE	2003	Crookston	CRK	CRK_03	28.5	12
ND03_1-15	NDSU	FALSE	2003	Crookston	CRK	CRK_03	36.9	18.7
ND03_1-9	NDSU	FALSE	2003	Crookston	CRK	CRK_03	28	13
2375	NDSU	TRUE	2003	Crookston	CRK	CRK_03	42.7	21
ND2710	NDSU	TRUE	2003	Crookston	CRK	CRK_03	5.7	3.5
BACUP	UMN	TRUE	2003	Crookston	CRK	CRK_03	30.3	9
WHEATON	UMN	TRUE	2003	Crookston	CRK	CRK_03	69.5	53.7
MN00187-3	UMN	FALSE	2004	Crookston	CRK	CRK_04	2	2.5
MN01164	UMN	FALSE	2004	Crookston	CRK	CRK_04	12	5
MN01NIL84-5-5-15	UMN	FALSE	2004	Crookston	CRK	CRK_04	3.9	6
MN99220-4	UMN	FALSE	2004	Crookston	CRK	CRK_04	10.3333	6
MN99341-2-5	UMN	FALSE	2004	Crookston	CRK	CRK_04	5.36667	8.5
ND03_1-15	NDSU	FALSE	2004	Crookston	CRK	CRK_04	38.9	12
ND03_1-9	NDSU	FALSE	2004	Crookston	CRK	CRK_04	13.4667	6.5
NDSW0345	NDSU	FALSE	2004	Crookston	CRK	CRK_04	41	8
RUGBY	NDSU	TRUE	2004	Crookston	CRK	CRK_04	40.3	22.5
2375	NDSU	TRUE	2004	Crookston	CRK	CRK_04	49.3	12.5
ND2710	NDSU	TRUE	2004	Crookston	CRK	CRK_04	3.56667	4
BACUP	UMN	TRUE	2004	Crookston	CRK	CRK_04	22.7	7.5
WHEATON	UMN	TRUE	2004	Crookston	CRK	CRK_04	81.4667	55
WASKADA	AAFC	FALSE	2006	Crookston	CRK	CRK_06	28.5	16.3333
